ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value
AMZN,2016-06-13,715.24,3349654,714.01,721.99,711.16
AMZN,2016-06-10,717.91,3420884,722.35,724.98,714.21
AMZN,2016-06-09,727.65,2169259,723.1,728.91,722.3
AMZN,2016-06-08,726.64,2221777,726.4,729.42,721.6
AMZN,2016-06-07,723.74,2730693,729.89,730.0,720.55
AMZN,2016-06-06,726.73,2695531,726.5,731.5,724.42
AMZN,2016-06-03,725.54,3362610,726.74,727.0,718.43
AMZN,2016-06-02,728.24,3022321,720.97,728.28,715.5001
AMZN,2016-06-01,719.44,3260486,720.9,726.43,718.22
AMZN,2016-05-31,722.79,3612510,712.33,724.23,711.32
AMZN,2016-05-27,712.24,2247612,715.0,716.6,711.1
AMZN,2016-05-26,714.91,2441497,708.33,715.0,707.293
AMZN,2016-05-25,708.35,3269475,708.0,710.86,705.5159
AMZN,2016-05-24,704.2,3026450,698.01,707.5,698.0
AMZN,2016-05-23,696.75,2586909,704.25,706.0,696.42
AMZN,2016-05-20,702.8,2875429,701.05,707.24,700.0
AMZN,2016-05-19,698.52,3022212,691.88,699.4,689.56
AMZN,2016-05-18,697.45,4277735,689.56,702.5399,688.76
AMZN,2016-05-17,695.27,5102768,709.9,714.47,693.91
AMZN,2016-05-16,710.66,5431729,710.13,713.25,700.28
AMZN,2016-05-13,709.92,4750859,714.64,719.25,706.51
AMZN,2016-05-12,717.93,5038030,717.38,722.45,711.51
AMZN,2016-05-11,713.23,7327956,705.79,719.0,701.65
AMZN,2016-05-10,703.07,6093507,694.0,704.55,693.5
AMZN,2016-05-09,679.75,3974324,673.95,686.98,671.41
AMZN,2016-05-06,673.95,4362455,656.05,676.95,656.01
AMZN,2016-05-05,659.09,4877179,673.31,676.49,656.0
AMZN,2016-05-04,670.9,4631988,662.59,674.0,662.14
AMZN,2016-05-03,671.32,4917284,677.36,680.3,670.43
AMZN,2016-05-02,683.85,6567445,663.92,685.5,662.0251
AMZN,2016-04-29,659.59,10303510,666.0,669.98,654.0
AMZN,2016-04-28,602.0,7631449,615.54,626.8,599.2
AMZN,2016-04-27,606.57,4058455,611.8,615.95,601.28
AMZN,2016-04-26,616.88,2507082,626.17,626.7549,614.88
AMZN,2016-04-25,626.2,2680835,616.61,626.98,616.2511
AMZN,2016-04-22,620.5,5081401,624.47,628.25,611.56
AMZN,2016-04-21,631.0,2569681,631.0,637.82,628.5
AMZN,2016-04-20,632.99,2603048,630.0,636.55,623.0
AMZN,2016-04-19,627.9,4054469,637.14,638.01,620.8
AMZN,2016-04-18,635.35,4351587,625.35,637.64,624.9603
AMZN,2016-04-15,625.89,2883933,621.92,626.77,618.11
AMZN,2016-04-14,620.75,3508881,615.07,624.38,615.07
AMZN,2016-04-13,614.82,4224742,607.68,616.81,605.29
AMZN,2016-04-12,603.17,2637241,598.4,604.06,592.31
AMZN,2016-04-11,595.93,2700997,596.14,604.0,594.91
AMZN,2016-04-08,594.6,2590326,594.32,597.86,589.0
AMZN,2016-04-07,591.43,3185912,598.76,599.6,589.08
AMZN,2016-04-06,602.08,2846646,587.52,602.39,587.5
AMZN,2016-04-05,586.14,2279713,590.77,593.47,585.25
AMZN,2016-04-04,593.19,2469551,599.0,599.5,590.55
AMZN,2016-04-01,598.5,2914176,590.49,599.03,588.3
AMZN,2016-03-31,593.64,2679930,599.28,600.75,592.21
AMZN,2016-03-30,598.69,3888192,596.71,603.24,595.0
AMZN,2016-03-29,593.86,4246662,580.15,595.85,576.5
AMZN,2016-03-28,579.87,3121139,584.4,584.75,575.56
AMZN,2016-03-24,582.95,5155728,567.11,583.55,567.08
AMZN,2016-03-23,569.63,3978088,561.0,572.48,558.1
AMZN,2016-03-22,560.48,3997376,545.11,562.76,545.05
AMZN,2016-03-21,553.98,5151552,548.91,555.24,538.58
AMZN,2016-03-18,552.08,7293341,560.94,562.33,546.09
AMZN,2016-03-17,559.44,5919980,569.51,571.4,555.01
AMZN,2016-03-16,574.27,3515329,576.64,581.32,571.14
AMZN,2016-03-15,577.02,3870822,571.0,581.52,567.0
AMZN,2016-03-14,573.37,3453040,567.0,576.89,563.05
AMZN,2016-03-11,569.61,3769218,566.95,570.06,562.73
AMZN,2016-03-10,558.93,3917562,566.74,567.0,547.9
AMZN,2016-03-09,559.47,4374825,559.56,560.35,550.125
AMZN,2016-03-08,560.26,4727151,557.87,571.35,554.74
AMZN,2016-03-07,562.8,4928519,573.54,573.63,555.55
AMZN,2016-03-04,575.14,3413742,581.07,581.4,571.065
AMZN,2016-03-03,577.49,2737763,577.96,579.866,573.11
AMZN,2016-03-02,580.21,4579461,581.75,585.0,573.7
AMZN,2016-03-01,579.04,5024654,556.29,579.25,556.0
AMZN,2016-02-29,552.52,4140465,554.0,564.81,552.51
AMZN,2016-02-26,555.23,4870280,560.12,562.5,553.17
AMZN,2016-02-25,555.15,4521887,555.52,559.39,545.2946
AMZN,2016-02-24,554.04,6222914,545.75,554.27,533.1501
AMZN,2016-02-23,552.94,4046481,555.55,556.91,545.33
AMZN,2016-02-22,559.5,5555615,542.2,560.65,541.08
AMZN,2016-02-19,534.9,4972834,520.71,535.95,515.35
AMZN,2016-02-18,525.0,4733213,541.19,541.2,523.73
AMZN,2016-02-17,534.1,4820780,528.74,537.48,519.39
AMZN,2016-02-16,521.1,5112648,519.48,524.45,511.66
AMZN,2016-02-12,507.08,5371180,510.7,516.75,501.4932
AMZN,2016-02-11,503.82,7390411,491.17,509.3,484.0
AMZN,2016-02-10,490.48,6763135,491.76,504.66,486.0
AMZN,2016-02-09,482.07,7055921,478.01,498.38,474.0
AMZN,2016-02-08,488.1,9816331,486.47,493.5,475.21
AMZN,2016-02-05,502.13,9683685,529.28,529.45,499.19
AMZN,2016-02-04,536.26,6190328,525.0,538.99,519.2201
AMZN,2016-02-03,531.07,10043300,553.5,556.0,521.9
AMZN,2016-02-02,552.1,6297634,570.0,571.56,550.09
AMZN,2016-02-01,574.81,6337926,578.15,581.8,570.31
AMZN,2016-01-29,587.0,14666690,571.98,593.0,570.0
AMZN,2016-01-28,635.35,13639700,608.37,638.06,597.55
AMZN,2016-01-27,583.35,5103760,601.99,603.39,578.78
AMZN,2016-01-26,601.25,3755042,603.45,604.5,590.38
AMZN,2016-01-25,596.53,4386098,597.99,608.5,594.56
AMZN,2016-01-22,596.38,5104594,588.73,600.1,584.1079
AMZN,2016-01-21,575.02,4937346,573.58,588.81,568.22
AMZN,2016-01-20,571.77,7957643,564.36,578.45,547.18
AMZN,2016-01-19,574.48,4801408,577.09,584.0,566.45
AMZN,2016-01-15,570.18,7776868,572.24,584.62,565.3
AMZN,2016-01-14,593.0,7225454,580.25,602.25,569.88
AMZN,2016-01-13,581.81,7643288,620.88,620.88,579.16
AMZN,2016-01-12,617.89,4705651,625.25,625.99,612.2415
AMZN,2016-01-11,617.74,4874135,612.48,619.85,598.57
AMZN,2016-01-08,607.05,5502757,619.66,624.14,606.0
AMZN,2016-01-07,607.94,7040886,621.8,630.0,605.21
AMZN,2016-01-06,632.65,5319526,622.0,639.79,620.31
AMZN,2016-01-05,633.79,5814063,646.86,646.91,627.65
AMZN,2016-01-04,636.99,9301459,656.29,657.715,627.51
AMZN,2015-12-31,675.89,3745197,686.08,687.75,675.89
AMZN,2015-12-30,689.07,3515318,691.89,695.49,686.375
AMZN,2015-12-29,693.97,5729914,677.98,696.44,677.8893
AMZN,2015-12-28,675.2,3778019,665.56,675.5,665.5
AMZN,2015-12-24,662.79,1092970,663.35,664.68,660.6
AMZN,2015-12-23,663.7,2717739,666.5,666.597,656.63
AMZN,2015-12-22,663.15,2666245,666.83,668.49,659.26
AMZN,2015-12-21,664.51,3219507,668.5,669.9,658.93
AMZN,2015-12-18,664.14,6817065,668.65,676.84,664.13
AMZN,2015-12-17,670.65,3672133,680.0,682.5,670.65
AMZN,2015-12-16,675.77,3955385,663.56,677.35,659.32
AMZN,2015-12-15,658.64,4743133,665.03,671.5,657.35
AMZN,2015-12-14,657.91,4340805,641.75,658.585,635.27
AMZN,2015-12-11,640.15,5459737,651.23,657.88,639.62
AMZN,2015-12-10,662.32,3446523,665.59,668.526,659.56
AMZN,2015-12-09,664.79,5150488,678.0,679.0,655.68
AMZN,2015-12-08,677.33,3646397,663.13,679.99,659.79
AMZN,2015-12-07,669.83,3730440,674.74,675.46,660.5
AMZN,2015-12-04,672.64,4532424,666.0,674.775,661.4
AMZN,2015-12-03,666.25,5058428,679.44,682.79,661.48
AMZN,2015-12-02,676.01,4265404,681.0,684.82,674.25
AMZN,2015-12-01,679.06,4747651,673.75,681.0,667.86
AMZN,2015-11-30,664.8,5492054,675.9,681.29,664.6
AMZN,2015-11-27,673.26,1966801,680.8,680.99,672.1
AMZN,2015-11-25,675.34,2690424,675.0,679.7,671.24
AMZN,2015-11-24,671.15,4536359,674.14,675.8,661.2125
AMZN,2015-11-23,678.99,4377862,671.5,682.77,668.45
AMZN,2015-11-20,668.45,3872690,667.94,668.87,657.57
AMZN,2015-11-19,661.27,4702856,664.99,672.86,659.0
AMZN,2015-11-18,663.54,4414554,646.51,664.88,646.37
AMZN,2015-11-17,643.3,4317848,650.65,653.25,641.0
AMZN,2015-11-16,647.81,7425083,640.92,649.99,622.29
AMZN,2015-11-13,642.35,6242100,663.57,667.0,640.45
AMZN,2015-11-12,665.6,4267454,673.0,675.64,664.22
AMZN,2015-11-11,673.25,5378403,663.25,675.96,663.25
AMZN,2015-11-10,659.68,3478282,651.01,660.0,647.262
AMZN,2015-11-09,655.49,4042991,658.65,661.955,647.8477
AMZN,2015-11-06,659.37,4088119,655.0,662.26,652.0
AMZN,2015-11-05,655.65,4721977,647.1,657.0,643.0901
AMZN,2015-11-04,640.95,4836452,627.76,645.93,627.35
AMZN,2015-11-03,625.31,3244640,629.53,629.89,622.0
AMZN,2015-11-02,628.35,2811340,627.13,628.63,620.41
AMZN,2015-10-30,625.9,3871136,626.01,630.72,625.28
AMZN,2015-10-29,626.55,3861249,617.7,627.54,615.39
AMZN,2015-10-28,617.1,3916263,612.3,617.23,609.5
AMZN,2015-10-27,611.01,3740923,608.6,614.71,605.53
AMZN,2015-10-26,608.61,4266364,602.3,609.85,596.29
AMZN,2015-10-23,599.03,10682230,617.68,619.45,595.36
AMZN,2015-10-22,563.91,7586947,562.7,569.146,556.67
AMZN,2015-10-21,555.77,3354070,563.87,565.25,552.52
AMZN,2015-10-20,560.88,4341325,572.0,573.0,555.28
AMZN,2015-10-19,573.15,4342881,570.76,579.0,567.38
AMZN,2015-10-16,570.76,4307995,565.27,570.94,560.31
AMZN,2015-10-15,562.44,4927031,547.75,563.0,547.0
AMZN,2015-10-14,544.83,3573734,551.34,552.25,539.68
AMZN,2015-10-13,548.9,2933013,546.26,553.2,543.1
AMZN,2015-10-12,550.19,2772781,539.96,550.82,539.8
AMZN,2015-10-09,539.8,3533043,534.48,541.79,530.27
AMZN,2015-10-08,533.16,4666489,536.71,539.386,519.89
AMZN,2015-10-07,541.94,3807102,541.79,542.0,529.0
AMZN,2015-10-06,537.48,4541673,545.5,551.5,533.33
AMZN,2015-10-05,543.68,3383967,536.99,545.91,536.0
AMZN,2015-10-02,532.54,4592095,512.99,532.6,508.1
AMZN,2015-10-01,520.72,3744188,511.0,520.8,506.0
AMZN,2015-09-30,511.89,3996159,505.44,512.8,501.6724
AMZN,2015-09-29,496.07,4455453,506.0,511.48,490.5
AMZN,2015-09-28,504.06,5416847,520.02,520.28,494.3337
AMZN,2015-09-25,524.25,3922075,542.57,542.8,521.4
AMZN,2015-09-24,533.75,3494202,530.55,534.56,522.87
AMZN,2015-09-23,536.07,2233675,538.3,541.21,534.0
AMZN,2015-09-22,538.4,3833073,539.71,543.55,532.66
AMZN,2015-09-21,548.39,3276266,544.33,549.78,539.59
AMZN,2015-09-18,540.26,6154510,534.62,546.237,531.35
AMZN,2015-09-17,538.87,4146066,526.98,546.97,526.57
AMZN,2015-09-16,527.39,2249062,521.98,528.3,518.52
AMZN,2015-09-15,522.37,2849063,523.25,527.92,517.2
AMZN,2015-09-14,521.38,3127206,529.44,532.45,518.58
AMZN,2015-09-11,529.44,3224850,521.07,529.44,520.605
AMZN,2015-09-10,522.24,2568076,515.15,526.13,514.78
AMZN,2015-09-09,516.89,4348685,524.0,529.95,515.06
AMZN,2015-09-08,517.54,3805809,508.69,518.35,508.5144
AMZN,2015-09-04,499.0,2687005,497.65,502.85,495.64
AMZN,2015-09-03,504.72,3143336,514.5,515.84,502.57
AMZN,2015-09-02,510.55,3693798,505.09,510.86,497.72
AMZN,2015-09-01,496.54,3850262,499.14,510.0,493.43
AMZN,2015-08-31,512.89,2995288,516.44,519.41,509.07
AMZN,2015-08-28,518.01,2744599,517.5,521.5,513.04
AMZN,2015-08-27,518.37,6094488,513.71,522.69,507.261
AMZN,2015-08-26,500.77,6336253,484.02,503.72,478.76
AMZN,2015-08-25,466.37,5663689,487.49,489.44,466.25
AMZN,2015-08-24,463.37,10073890,463.58,489.76,451.0
AMZN,2015-08-21,494.47,6699569,507.36,512.33,494.47
AMZN,2015-08-20,515.78,4396219,530.39,533.25,515.77
AMZN,2015-08-19,532.92,2319977,533.74,537.25,529.0
AMZN,2015-08-18,535.02,2070178,535.04,539.49,533.0
AMZN,2015-08-17,535.22,2578646,531.29,538.74,527.12
AMZN,2015-08-14,531.52,1992026,528.25,534.11,528.25
AMZN,2015-08-13,529.66,2889732,527.37,534.66,525.4846
AMZN,2015-08-12,525.91,4013276,523.75,527.5,513.06
AMZN,2015-08-11,527.46,2671531,523.65,528.98,522.0
AMZN,2015-08-10,524.0,2608601,528.52,532.2764,523.0
AMZN,2015-08-07,522.62,3961597,529.16,529.4599,518.21
AMZN,2015-08-06,529.46,3814499,539.3,542.74,527.52
AMZN,2015-08-05,537.01,2887675,538.8,539.14,534.119
AMZN,2015-08-04,531.9,2926462,529.69,536.95,529.163
AMZN,2015-08-03,535.03,3004564,537.45,540.44,529.36
AMZN,2015-07-31,536.15,2980011,539.09,542.84,534.5201
AMZN,2015-07-30,536.76,3738558,527.65,539.2,524.29
AMZN,2015-07-29,529.0,3742816,530.92,532.9655,525.02
AMZN,2015-07-28,526.03,5265864,536.0,536.39,523.12
AMZN,2015-07-27,531.41,7485538,527.75,544.95,526.6
AMZN,2015-07-24,529.42,21854940,578.99,580.57,529.35
AMZN,2015-07-23,482.18,8904893,491.66,491.66,475.7
AMZN,2015-07-22,488.27,3098513,485.99,492.5,484.9
AMZN,2015-07-21,488.0,3160014,487.9,488.88,482.55
AMZN,2015-07-20,488.1,4737976,492.57,493.2,485.4
AMZN,2015-07-17,483.01,4927238,477.7,485.42,477.25
AMZN,2015-07-16,475.48,4081118,465.5,475.88,464.8
AMZN,2015-07-15,461.19,2983710,463.04,464.7,460.2
AMZN,2015-07-14,465.57,4730098,462.32,469.6,458.16
AMZN,2015-07-13,455.57,3946441,448.29,457.87,447.54
AMZN,2015-07-10,443.51,2398160,440.49,444.72,439.0
AMZN,2015-07-09,434.39,2266851,434.9,438.72,434.15
AMZN,2015-07-08,429.7,2380426,434.35,435.99,428.83
AMZN,2015-07-07,436.72,3453557,435.68,437.73,425.57
AMZN,2015-07-06,436.04,1902889,435.23,439.73,433.52
AMZN,2015-07-02,437.71,1341938,437.0,438.2,433.48
AMZN,2015-07-01,437.39,1985409,439.35,440.0,435.58
AMZN,2015-06-30,434.09,2595616,434.2,435.57,430.46
AMZN,2015-06-29,429.86,2745119,434.98,437.0,429.0
AMZN,2015-06-26,438.1,2623536,441.76,443.49,435.06
AMZN,2015-06-25,440.1,2236818,438.07,443.47,436.39
AMZN,2015-06-24,440.84,2619568,444.97,446.47,440.23
AMZN,2015-06-23,445.99,3239099,435.59,447.04,433.69
AMZN,2015-06-22,436.29,1768342,437.0,439.24,434.18
AMZN,2015-06-19,434.92,4491439,440.26,444.99,433.24
AMZN,2015-06-18,439.39,3374401,430.3,439.73,429.405
AMZN,2015-06-17,427.81,2184858,428.36,431.35,424.753
AMZN,2015-06-16,427.26,2296924,424.15,427.97,422.67
AMZN,2015-06-15,423.67,2048590,427.66,428.05,422.64
AMZN,2015-06-12,429.92,2052699,431.25,432.36,428.26
AMZN,2015-06-11,432.97,2921969,432.29,438.89,431.47
AMZN,2015-06-10,430.77,2170425,426.46,432.2,425.66
AMZN,2015-06-09,425.48,2286910,422.96,427.49,419.14
AMZN,2015-06-08,423.5,2171525,425.62,426.8,421.425
AMZN,2015-06-05,426.95,1905461,429.66,430.8,426.5
AMZN,2015-06-04,430.78,2508063,434.4,436.755,429.26
AMZN,2015-06-03,436.59,2726798,434.4,438.39,432.75
AMZN,2015-06-02,430.99,1669803,430.07,433.23,426.25
AMZN,2015-06-01,430.92,2251885,430.4,433.16,426.2
AMZN,2015-05-29,429.23,3014703,427.23,432.5,427.23
AMZN,2015-05-28,426.57,1908236,429.71,431.35,425.47
AMZN,2015-05-27,431.42,2227888,427.45,431.85,425.01
AMZN,2015-05-26,425.47,2239411,426.2,427.0,422.0
AMZN,2015-05-22,427.63,2018905,431.55,432.44,427.61
AMZN,2015-05-21,431.63,4115003,428.0,436.9,428.0
AMZN,2015-05-20,423.86,2192808,420.6,427.1,418.36
AMZN,2015-05-19,421.71,2464309,424.87,428.24,420.63
AMZN,2015-05-18,425.24,2389023,426.0,427.27,421.46
AMZN,2015-05-15,426.0,4234294,428.0,430.3962,424.3
AMZN,2015-05-14,432.28,1883300,429.45,433.0,427.01
AMZN,2015-05-13,426.87,1995586,429.98,433.528,425.8
AMZN,2015-05-12,431.02,1946725,431.08,433.25,426.71
AMZN,2015-05-11,432.85,2391479,432.51,439.0,431.37
AMZN,2015-05-08,433.69,2907934,430.75,435.2,430.174
AMZN,2015-05-07,426.88,2762915,424.15,428.5,422.85
AMZN,2015-05-06,419.1,2548175,421.43,422.7165,414.55
AMZN,2015-05-05,421.19,2855612,422.85,427.51,421.02
AMZN,2015-05-04,423.04,2267420,424.8,429.77,422.42
AMZN,2015-05-01,422.87,3428724,423.82,425.64,416.0
AMZN,2015-04-30,421.78,3645492,427.11,431.75,419.24
AMZN,2015-04-29,429.37,3616655,426.75,434.24,426.03
AMZN,2015-04-28,429.31,4134186,438.51,439.0,428.04
AMZN,2015-04-27,438.56,5426185,443.86,446.99,437.41
AMZN,2015-04-24,445.1,17160220,439.0,452.65,439.0
AMZN,2015-04-23,389.99,7673583,390.21,391.88,386.15
AMZN,2015-04-22,389.8,3470790,391.91,394.28,388.0
AMZN,2015-04-21,391.18,4639595,391.31,394.6,386.8
AMZN,2015-04-20,389.51,5005286,378.55,391.94,377.0
AMZN,2015-04-17,375.56,3834778,382.63,383.56,374.4
AMZN,2015-04-16,386.04,2074427,383.69,387.45,383.55
AMZN,2015-04-15,383.45,1928677,384.65,385.78,381.64
AMZN,2015-04-14,385.11,2582297,383.51,387.81,381.2101
AMZN,2015-04-13,382.36,1894399,383.53,385.28,380.14
AMZN,2015-04-10,382.65,2572177,384.31,387.12,381.3151
AMZN,2015-04-09,383.54,2390424,380.66,384.42,378.795
AMZN,2015-04-08,381.2,2634857,374.66,381.58,374.65
AMZN,2015-04-07,374.41,1954217,376.15,379.31,374.03
AMZN,2015-04-06,377.04,3043772,370.1,380.2,369.36
AMZN,2015-04-02,372.25,1872952,370.5,373.28,369.0
AMZN,2015-04-01,370.255,2454130,372.1,373.16,368.34
AMZN,2015-03-31,372.1,2505578,373.24,377.7,371.51
AMZN,2015-03-30,374.59,1818704,371.87,376.12,371.55
AMZN,2015-03-27,370.56,2606063,367.11,373.17,366.5734
AMZN,2015-03-26,367.35,2929557,369.59,371.4,365.65
AMZN,2015-03-25,370.96,3426602,375.17,380.5,370.285
AMZN,2015-03-24,374.09,2225222,373.99,375.24,372.27
AMZN,2015-03-23,375.11,2238723,378.07,381.77,374.94
AMZN,2015-03-20,378.49,3752350,376.29,379.37,375.92
AMZN,2015-03-19,373.24,1912973,373.87,377.11,372.19
AMZN,2015-03-18,375.135,2645003,369.97,375.99,366.7
AMZN,2015-03-17,371.92,2036686,371.11,374.5,369.64
AMZN,2015-03-16,373.35,2352852,370.38,373.94,366.72
AMZN,2015-03-13,370.58,2610510,371.52,373.99,366.68
AMZN,2015-03-12,374.24,2809715,368.82,375.5,367.52
AMZN,2015-03-11,366.37,2490279,370.61,373.35,366.26
AMZN,2015-03-10,369.51,3111285,377.45,377.77,369.18
AMZN,2015-03-09,378.56,2311182,378.4,379.33,375.28
AMZN,2015-03-06,380.09,2625962,385.52,387.0,378.88
AMZN,2015-03-05,387.83,2688444,385.61,388.4182,383.89
AMZN,2015-03-04,382.72,2255869,385.71,387.9,382.19
AMZN,2015-03-03,384.61,1945787,383.95,386.1,381.601
AMZN,2015-03-02,385.655,2134110,380.85,385.9,379.481
AMZN,2015-02-27,380.16,2523659,384.0,385.99,379.79
AMZN,2015-02-26,384.8,2684823,384.07,389.37,383.28
AMZN,2015-02-25,385.37,3167481,377.27,387.85,376.54
AMZN,2015-02-24,378.59,1920509,378.65,380.48,376.16
AMZN,2015-02-23,380.14,2175306,383.44,384.54,378.0
AMZN,2015-02-20,383.66,3219724,378.62,383.7,375.84
AMZN,2015-02-19,378.995,2948520,373.49,381.88,373.43
AMZN,2015-02-18,373.37,2648954,373.78,376.74,372.85
AMZN,2015-02-17,375.43,3662187,377.72,379.985,372.67
AMZN,2015-02-13,381.83,3472891,378.41,383.0,377.01
AMZN,2015-02-12,377.17,2790630,375.1,378.51,373.15
AMZN,2015-02-11,375.14,2785533,371.23,377.1,371.1
AMZN,2015-02-10,372.995,2286489,371.19,374.3,368.51
AMZN,2015-02-09,370.56,2675316,371.0,374.41,367.2
AMZN,2015-02-06,374.28,3888587,374.87,375.9899,371.01
AMZN,2015-02-05,373.89,7243644,366.0,378.8,365.9
AMZN,2015-02-04,364.75,4167409,358.38,367.5,358.23
AMZN,2015-02-03,363.55,6209015,360.29,367.817,360.21
AMZN,2015-02-02,364.47,10222230,350.05,365.0,350.01
AMZN,2015-01-30,354.53,23846720,346.32,359.5,340.74
AMZN,2015-01-29,311.78,8067441,304.73,312.8,299.33
AMZN,2015-01-28,303.91,3057997,309.81,311.51,303.8
AMZN,2015-01-27,306.75,2917710,306.3,310.243,302.625
AMZN,2015-01-26,309.66,3168827,311.82,313.0,307.5201
AMZN,2015-01-23,312.39,4476045,308.08,316.93,307.72
AMZN,2015-01-22,310.32,5338530,300.0,312.25,300.0
AMZN,2015-01-21,297.25,10060450,289.64,306.0,287.26
AMZN,2015-01-20,289.44,3065857,292.59,293.3599,286.39
AMZN,2015-01-16,290.74,3476787,286.28,290.79,285.25
AMZN,2015-01-15,286.95,4410629,294.0,295.9995,286.815
AMZN,2015-01-14,293.27,5493402,291.93,295.91,286.503
AMZN,2015-01-13,294.74,4135336,297.48,301.4976,293.23
AMZN,2015-01-12,291.41,3406438,297.56,298.51,289.281
AMZN,2015-01-09,296.93,2589914,301.48,302.87,296.68
AMZN,2015-01-08,300.46,3087475,300.32,303.14,296.11
AMZN,2015-01-07,298.42,2630671,297.5,301.28,295.33
AMZN,2015-01-06,295.29,3511003,302.24,303.0,292.38
AMZN,2015-01-05,302.19,2768215,307.01,308.38,300.85
AMZN,2015-01-02,308.52,2785167,312.58,314.75,306.9601
AMZN,2014-12-31,310.35,2048676,311.55,312.98,310.01
AMZN,2014-12-30,310.3,2091432,309.91,313.94,309.34
AMZN,2014-12-29,312.04,2998390,307.85,314.27,306.58
AMZN,2014-12-26,309.09,2892910,305.0,310.7799,303.81
AMZN,2014-12-24,303.03,1518107,306.38,307.0,302.875
AMZN,2014-12-23,306.285,2718349,306.98,307.49,303.252
AMZN,2014-12-22,306.54,3845409,301.94,307.36,301.94
AMZN,2014-12-19,299.9,8613310,296.91,301.54,295.52
AMZN,2014-12-18,297.73,7704984,304.01,304.5,293.25
AMZN,2014-12-17,298.88,4429917,296.37,299.67,293.03
AMZN,2014-12-16,295.06,6489013,304.35,304.49,295.01
AMZN,2014-12-15,306.07,3833767,308.87,310.86,302.15
AMZN,2014-12-12,307.32,3159206,303.99,310.6399,303.01
AMZN,2014-12-11,307.36,3268194,307.89,312.64,306.01
AMZN,2014-12-10,305.84,3243973,312.0,313.19,304.68
AMZN,2014-12-09,312.5,4032614,302.99,313.639,301.14
AMZN,2014-12-08,306.64,3633879,311.57,316.56,304.821
AMZN,2014-12-05,312.63,3258869,316.8,316.93,310.84
AMZN,2014-12-04,316.93,3293578,315.53,318.59,313.47
AMZN,2014-12-03,316.5,5684164,325.73,326.77,314.36
AMZN,2014-12-02,326.31,2784995,327.5,327.93,323.25
AMZN,2014-12-01,326.0,4937256,338.12,340.64,325.93
AMZN,2014-11-28,338.64,3051798,336.03,341.26,336.03
AMZN,2014-11-26,333.57,1983512,333.78,334.65,331.75
AMZN,2014-11-25,335.04,2560829,335.27,336.3325,331.28
AMZN,2014-11-24,335.64,2744717,334.78,337.39,333.6
AMZN,2014-11-21,332.63,4459805,335.42,338.33,331.47
AMZN,2014-11-20,330.54,3434710,324.0,332.67,323.33
AMZN,2014-11-19,326.54,3273627,327.25,328.4,324.02
AMZN,2014-11-18,324.93,3539161,323.99,329.56,323.25
AMZN,2014-11-17,323.05,4774065,326.44,328.0,318.03
AMZN,2014-11-14,327.82,8874017,317.12,332.88,316.401
AMZN,2014-11-13,316.48,3673404,312.0,317.89,311.51
AMZN,2014-11-12,311.51,2181448,310.75,312.58,308.79
AMZN,2014-11-11,312.01,3800576,305.94,312.38,303.646
AMZN,2014-11-10,305.11,2802611,300.0,305.799,300.0
AMZN,2014-11-07,299.86,2643693,297.82,299.99,296.29
AMZN,2014-11-06,296.64,3749179,296.69,297.0,292.29
AMZN,2014-11-05,296.52,4671563,303.01,304.0,294.16
AMZN,2014-11-04,302.81,3424454,303.99,304.25,300.17
AMZN,2014-11-03,305.72,3240753,306.24,308.01,303.24
AMZN,2014-10-31,305.46,4549267,305.15,305.72,301.5
AMZN,2014-10-30,299.07,4047924,293.98,299.74,292.36
AMZN,2014-10-29,294.12,4881538,299.11,299.61,293.0701
AMZN,2014-10-28,295.59,5553280,289.76,298.0,289.76
AMZN,2014-10-27,289.97,5938196,285.7,290.42,285.02
AMZN,2014-10-24,287.06,19785070,284.4,293.81,284.0
AMZN,2014-10-23,313.18,8638059,313.4,316.8,311.4
AMZN,2014-10-22,312.97,3124044,315.43,318.98,312.64
AMZN,2014-10-21,315.33,3559258,309.9,315.64,307.07
AMZN,2014-10-20,306.21,3233326,302.95,306.53,302.02
AMZN,2014-10-17,303.64,4399931,307.15,309.2,302.72
AMZN,2014-10-16,302.86,4729261,293.83,306.82,293.83
AMZN,2014-10-15,305.97,5282651,304.35,307.9,299.102
AMZN,2014-10-14,308.31,3382525,308.0,312.24,305.75
AMZN,2014-10-13,306.45,4360893,309.87,313.2,303.47
AMZN,2014-10-10,311.39,3681172,314.02,317.77,311.38
AMZN,2014-10-09,315.37,3587626,321.49,322.271,314.52
AMZN,2014-10-08,322.7,3450917,316.58,324.11,314.14
AMZN,2014-10-07,316.98,2354960,319.43,322.0,316.67
AMZN,2014-10-06,322.2,2286845,323.5,324.13,319.6
AMZN,2014-10-03,322.74,3036577,320.36,325.16,319.53
AMZN,2014-10-02,318.41,3562618,316.92,318.53,311.31
AMZN,2014-10-01,317.46,3088712,322.04,322.165,315.55
AMZN,2014-09-30,322.44,2635937,321.36,323.43,318.51
AMZN,2014-09-29,321.82,1923889,320.5,323.75,319.0
AMZN,2014-09-26,323.21,3635387,320.6,323.5,317.64
AMZN,2014-09-25,321.93,2928653,327.99,328.54,321.4
AMZN,2014-09-24,328.21,2640136,324.17,329.44,319.56
AMZN,2014-09-23,323.63,2348623,322.46,327.6,321.25
AMZN,2014-09-22,324.5,3109489,328.49,329.49,321.06
